name,imdb_rank,imdb_id,imdb_url
Robert De Niro,1,nm0000134,https://www.imdb.com/name/nm0000134/
Jack Nicholson,2,nm0000197,https://www.imdb.com/name/nm0000197/
Marlon Brando,3,nm0000008,https://www.imdb.com/name/nm0000008/
Denzel Washington,4,nm0000243,https://www.imdb.com/name/nm0000243/
Meryl Streep,5,nm0000658,https://www.imdb.com/name/nm0000658/
Katharine Hepburn,6,nm0000031,https://www.imdb.com/name/nm0000031/
Daniel Day-Lewis,7,nm0000358,https://www.imdb.com/name/nm0000358/
Sidney Poitier,8,nm0001627,https://www.imdb.com/name/nm0001627/
Humphrey Bogart,9,nm0000007,https://www.imdb.com/name/nm0000007/
Clark Gable,10,nm0000022,https://www.imdb.com/name/nm0000022/
Ingrid Bergman,11,nm0000006,https://www.imdb.com/name/nm0000006/
Leonardo DiCaprio,12,nm0000138,https://www.imdb.com/name/nm0000138/
Paul Newman,13,nm0000056,https://www.imdb.com/name/nm0000056/
Elizabeth Taylor,14,nm0000072,https://www.imdb.com/name/nm0000072/
Bette Davis,15,nm0000012,https://www.imdb.com/name/nm0000012/
James Stewart,16,nm0000071,https://www.imdb.com/name/nm0000071/
Gregory Peck,17,nm0000060,https://www.imdb.com/name/nm0000060/
Al Pacino,18,nm0000199,https://www.imdb.com/name/nm0000199/
Tom Hanks,19,nm0000158,https://www.imdb.com/name/nm0000158/
Cate Blanchett,20,nm0000949,https://www.imdb.com/name/nm0000949/
Audrey Hepburn,21,nm0000030,https://www.imdb.com/name/nm0000030/
Kate Winslet,22,nm0000701,https://www.imdb.com/name/nm0000701/
Viola Davis,23,nm0205626,https://www.imdb.com/name/nm0205626/
Cary Grant,24,nm0000026,https://www.imdb.com/name/nm0000026/
Morgan Freeman,25,nm0000151,https://www.imdb.com/name/nm0000151/
Vivien Leigh,26,nm0000046,https://www.imdb.com/name/nm0000046/
Laurence Olivier,27,nm0000059,https://www.imdb.com/name/nm0000059/
Steve McQueen,28,nm0000537,https://www.imdb.com/name/nm0000537/
Diane Keaton,29,nm0000473,https://www.imdb.com/name/nm0000473/
Spencer Tracy,30,nm0000075,https://www.imdb.com/name/nm0000075/
Shah Rukh Khan,31,nm0451321,https://www.imdb.com/name/nm0451321/
Julia Roberts,32,nm0000210,https://www.imdb.com/name/nm0000210/
Jodie Foster,33,nm0000149,https://www.imdb.com/name/nm0000149/
Judy Garland,34,nm0000023,https://www.imdb.com/name/nm0000023/
Henry Fonda,35,nm0000020,https://www.imdb.com/name/nm0000020/
Catherine Deneuve,36,nm0000366,https://www.imdb.com/name/nm0000366/
Grace Kelly,37,nm0000038,https://www.imdb.com/name/nm0000038/
Helen Mirren,38,nm0000545,https://www.imdb.com/name/nm0000545/
Anthony Hopkins,39,nm0000164,https://www.imdb.com/name/nm0000164/
James Cagney,40,nm0000010,https://www.imdb.com/name/nm0000010/
Angela Bassett,41,nm0000291,https://www.imdb.com/name/nm0000291/
Johnny Depp,42,nm0000136,https://www.imdb.com/name/nm0000136/
Greta Garbo,43,nm0001256,https://www.imdb.com/name/nm0001256/
Olivia de Havilland,44,nm0000014,https://www.imdb.com/name/nm0000014/
Charles Chaplin,45,nm0000122,https://www.imdb.com/name/nm0000122/
Setsuko Hara,46,nm0361697,https://www.imdb.com/name/nm0361697/
Julie Andrews,47,nm0000267,https://www.imdb.com/name/nm0000267/
Montgomery Clift,48,nm0001050,https://www.imdb.com/name/nm0001050/
Isabelle Huppert,49,nm0001376,https://www.imdb.com/name/nm0001376/
Rita Hayworth,50,nm0000028,https://www.imdb.com/name/nm0000028/
Halle Berry,51,nm0000932,https://www.imdb.com/name/nm0000932/
James Dean,52,nm0000015,https://www.imdb.com/name/nm0000015/
Kirk Douglas,53,nm0000018,https://www.imdb.com/name/nm0000018/
Natalie Wood,54,nm0000081,https://www.imdb.com/name/nm0000081/
Marcello Mastroianni,55,nm0000052,https://www.imdb.com/name/nm0000052/
Joan Crawford,56,nm0001076,https://www.imdb.com/name/nm0001076/
Harrison Ford,57,nm0000148,https://www.imdb.com/name/nm0000148/
Susan Sarandon,58,nm0000215,https://www.imdb.com/name/nm0000215/
Gene Kelly,59,nm0000037,https://www.imdb.com/name/nm0000037/
Glenn Close,60,nm0000335,https://www.imdb.com/name/nm0000335/
Joan Fontaine,61,nm0000021,https://www.imdb.com/name/nm0000021/
Julianne Moore,62,nm0000194,https://www.imdb.com/name/nm0000194/
Will Smith,63,nm0000226,https://www.imdb.com/name/nm0000226/
Sophia Loren,64,nm0000047,https://www.imdb.com/name/nm0000047/
Marilyn Monroe,65,nm0000054,https://www.imdb.com/name/nm0000054/
Bruce Lee,66,nm0000045,https://www.imdb.com/name/nm0000045/
Regina King,67,nm0005093,https://www.imdb.com/name/nm0005093/
Angelina Jolie,68,nm0001401,https://www.imdb.com/name/nm0001401/
John Wayne,69,nm0000078,https://www.imdb.com/name/nm0000078/
Jane Fonda,70,nm0000404,https://www.imdb.com/name/nm0000404/
Charlton Heston,71,nm0000032,https://www.imdb.com/name/nm0000032/
Gary Cooper,72,nm0000011,https://www.imdb.com/name/nm0000011/
Liv Ullmann,73,nm0880521,https://www.imdb.com/name/nm0880521/
Natalie Portman,74,nm0000204,https://www.imdb.com/name/nm0000204/
Forest Whitaker,75,nm0001845,https://www.imdb.com/name/nm0001845/
Sandra Bullock,76,nm0000113,https://www.imdb.com/name/nm0000113/
Deborah Kerr,77,nm0000039,https://www.imdb.com/name/nm0000039/
Toshirô Mifune,78,nm0001536,https://www.imdb.com/name/nm0001536/
Dustin Hoffman,79,nm0000163,https://www.imdb.com/name/nm0000163/
Emma Thompson,80,nm0000668,https://www.imdb.com/name/nm0000668/
Tom Cruise,81,nm0000129,https://www.imdb.com/name/nm0000129/
Michelle Pfeiffer,82,nm0000201,https://www.imdb.com/name/nm0000201/
Faye Dunaway,83,nm0001159,https://www.imdb.com/name/nm0001159/
Samuel L. Jackson,84,nm0000168,https://www.imdb.com/name/nm0000168/
Peter O&apos;Toole,85,nm0000564,https://www.imdb.com/name/nm0000564/
Heath Ledger,86,nm0005132,https://www.imdb.com/name/nm0005132/
Nicole Kidman,87,nm0000173,https://www.imdb.com/name/nm0000173/
Penélope Cruz,88,nm0004851,https://www.imdb.com/name/nm0004851/
Chadwick Boseman,89,nm1569276,https://www.imdb.com/name/nm1569276/
Antonio Banderas,90,nm0000104,https://www.imdb.com/name/nm0000104/
Sigourney Weaver,91,nm0000244,https://www.imdb.com/name/nm0000244/
Salma Hayek,92,nm0000161,https://www.imdb.com/name/nm0000161/
Don Cheadle,93,nm0000332,https://www.imdb.com/name/nm0000332/
Frances McDormand,94,nm0000531,https://www.imdb.com/name/nm0000531/
Kathy Bates,95,nm0000870,https://www.imdb.com/name/nm0000870/
Omar Sharif,96,nm0001725,https://www.imdb.com/name/nm0001725/
Amy Adams,97,nm0010736,https://www.imdb.com/name/nm0010736/
Joaquin Phoenix,98,nm0001618,https://www.imdb.com/name/nm0001618/
Mohanlal,99,nm0482320,https://www.imdb.com/name/nm0482320/
Brad Pitt,100,nm0000093,https://www.imdb.com/name/nm0000093/
Jeff Bridges,101,nm0000313,https://www.imdb.com/name/nm0000313/
Sean Connery,102,nm0000125,https://www.imdb.com/name/nm0000125/
Ben Kingsley,103,nm0001426,https://www.imdb.com/name/nm0001426/
Tommy Lee Jones,104,nm0000169,https://www.imdb.com/name/nm0000169/
Robert Redford,105,nm0000602,https://www.imdb.com/name/nm0000602/
Jack Lemmon,106,nm0000493,https://www.imdb.com/name/nm0000493/
George C. Scott,107,nm0001715,https://www.imdb.com/name/nm0001715/
Robin Williams,108,nm0000245,https://www.imdb.com/name/nm0000245/
Philip Seymour Hoffman,109,nm0000450,https://www.imdb.com/name/nm0000450/
George Clooney,110,nm0000123,https://www.imdb.com/name/nm0000123/
Gene Hackman,111,nm0000432,https://www.imdb.com/name/nm0000432/
Nicolas Cage,112,nm0000115,https://www.imdb.com/name/nm0000115/
Christopher Walken,113,nm0000686,https://www.imdb.com/name/nm0000686/
Anne Hathaway,114,nm0004266,https://www.imdb.com/name/nm0004266/
Gérard Depardieu,115,nm0000367,https://www.imdb.com/name/nm0000367/
Christopher Plummer,116,nm0001626,https://www.imdb.com/name/nm0001626/
Bruce Willis,117,nm0000246,https://www.imdb.com/name/nm0000246/
Ian McKellen,118,nm0005212,https://www.imdb.com/name/nm0005212/
Russell Crowe,119,nm0000128,https://www.imdb.com/name/nm0000128/
Bill Murray,120,nm0000195,https://www.imdb.com/name/nm0000195/
Annette Bening,121,nm0000906,https://www.imdb.com/name/nm0000906/
Joe Pesci,122,nm0000582,https://www.imdb.com/name/nm0000582/
Kevin Costner,123,nm0000126,https://www.imdb.com/name/nm0000126/
Meg Ryan,124,nm0000212,https://www.imdb.com/name/nm0000212/
Donald Sutherland,125,nm0000661,https://www.imdb.com/name/nm0000661/
Clint Eastwood,126,nm0000142,https://www.imdb.com/name/nm0000142/
Michael Douglas,127,nm0000140,https://www.imdb.com/name/nm0000140/
Robert Downey Jr.,128,nm0000375,https://www.imdb.com/name/nm0000375/
Ava Gardner,129,nm0001257,https://www.imdb.com/name/nm0001257/
Sally Field,130,nm0000398,https://www.imdb.com/name/nm0000398/
Doris Day,131,nm0000013,https://www.imdb.com/name/nm0000013/
Shirley MacLaine,132,nm0000511,https://www.imdb.com/name/nm0000511/
Holly Hunter,133,nm0000456,https://www.imdb.com/name/nm0000456/
Willem Dafoe,134,nm0000353,https://www.imdb.com/name/nm0000353/
Hilary Swank,135,nm0005476,https://www.imdb.com/name/nm0005476/
Chiwetel Ejiofor,136,nm0252230,https://www.imdb.com/name/nm0252230/
Claudette Colbert,137,nm0001055,https://www.imdb.com/name/nm0001055/
Diane Lane,138,nm0000178,https://www.imdb.com/name/nm0000178/
Jessica Lange,139,nm0001448,https://www.imdb.com/name/nm0001448/
Gloria Swanson,140,nm0841797,https://www.imdb.com/name/nm0841797/
Michael Caine,141,nm0000323,https://www.imdb.com/name/nm0000323/
Lauren Bacall,142,nm0000002,https://www.imdb.com/name/nm0000002/
Norma Shearer,143,nm0790454,https://www.imdb.com/name/nm0790454/
Bette Midler,144,nm0000541,https://www.imdb.com/name/nm0000541/
Mary Tyler Moore,145,nm0001546,https://www.imdb.com/name/nm0001546/
Anna Magnani,146,nm0536167,https://www.imdb.com/name/nm0536167/
Judi Dench,147,nm0001132,https://www.imdb.com/name/nm0001132/
Sharon Stone,148,nm0000232,https://www.imdb.com/name/nm0000232/
Kim Basinger,149,nm0000107,https://www.imdb.com/name/nm0000107/
Timothée Chalamet,150,nm3154303,https://www.imdb.com/name/nm3154303/
Glenda Jackson,151,nm0413559,https://www.imdb.com/name/nm0413559/
Donna Reed,152,nm0001656,https://www.imdb.com/name/nm0001656/
Demi Moore,153,nm0000193,https://www.imdb.com/name/nm0000193/
Liza Minnelli,154,nm0591485,https://www.imdb.com/name/nm0591485/
Geena Davis,155,nm0000133,https://www.imdb.com/name/nm0000133/
Peter Sellers,156,nm0000634,https://www.imdb.com/name/nm0000634/
Mel Gibson,157,nm0000154,https://www.imdb.com/name/nm0000154/
Jim Carrey,158,nm0000120,https://www.imdb.com/name/nm0000120/
Mark Wahlberg,159,nm0000242,https://www.imdb.com/name/nm0000242/
Steve Martin,160,nm0000188,https://www.imdb.com/name/nm0000188/
Javier Bardem,161,nm0000849,https://www.imdb.com/name/nm0000849/
Christoph Waltz,162,nm0910607,https://www.imdb.com/name/nm0910607/
Tim Robbins,163,nm0000209,https://www.imdb.com/name/nm0000209/
Arnold Schwarzenegger,164,nm0000216,https://www.imdb.com/name/nm0000216/
Sylvester Stallone,165,nm0000230,https://www.imdb.com/name/nm0000230/
Viggo Mortensen,166,nm0001557,https://www.imdb.com/name/nm0001557/
Christopher Lee,167,nm0000489,https://www.imdb.com/name/nm0000489/
Geoffrey Rush,168,nm0001691,https://www.imdb.com/name/nm0001691/
Alec Guinness,169,nm0000027,https://www.imdb.com/name/nm0000027/
Richard Burton,170,nm0000009,https://www.imdb.com/name/nm0000009/
Lucy Liu,171,nm0005154,https://www.imdb.com/name/nm0005154/
Alec Baldwin,172,nm0000285,https://www.imdb.com/name/nm0000285/
James Caan,173,nm0001001,https://www.imdb.com/name/nm0001001/
Mads Mikkelsen,174,nm0586568,https://www.imdb.com/name/nm0586568/
Ben Stiller,175,nm0001774,https://www.imdb.com/name/nm0001774/
Ed Harris,176,nm0000438,https://www.imdb.com/name/nm0000438/
Harvey Keitel,177,nm0000172,https://www.imdb.com/name/nm0000172/
Jon Voight,178,nm0000685,https://www.imdb.com/name/nm0000685/
Drew Barrymore,179,nm0000106,https://www.imdb.com/name/nm0000106/
Winona Ryder,180,nm0000213,https://www.imdb.com/name/nm0000213/
Kathleen Turner,181,nm0000678,https://www.imdb.com/name/nm0000678/
Uma Thurman,182,nm0000235,https://www.imdb.com/name/nm0000235/
Rene Russo,183,nm0000623,https://www.imdb.com/name/nm0000623/
Whoopi Goldberg,184,nm0000155,https://www.imdb.com/name/nm0000155/
Maggie Smith,185,nm0001749,https://www.imdb.com/name/nm0001749/
Barbra Streisand,186,nm0000659,https://www.imdb.com/name/nm0000659/
Jennifer Lawrence,187,nm2225369,https://www.imdb.com/name/nm2225369/
Joanne Woodward,188,nm0940946,https://www.imdb.com/name/nm0940946/
Mercedes McCambridge,189,nm0564790,https://www.imdb.com/name/nm0564790/
Anjelica Huston,190,nm0001378,https://www.imdb.com/name/nm0001378/
Dianne Wiest,191,nm0001848,https://www.imdb.com/name/nm0001848/
Goldie Hawn,192,nm0000443,https://www.imdb.com/name/nm0000443/
Claudia Cardinale,193,nm0001012,https://www.imdb.com/name/nm0001012/
Gwyneth Paltrow,194,nm0000569,https://www.imdb.com/name/nm0000569/
Charlize Theron,195,nm0000234,https://www.imdb.com/name/nm0000234/
Debra Winger,196,nm0000700,https://www.imdb.com/name/nm0000700/
Marion Cotillard,197,nm0182839,https://www.imdb.com/name/nm0182839/
Christina Ricci,198,nm0000207,https://www.imdb.com/name/nm0000207/
Juliette Binoche,199,nm0000300,https://www.imdb.com/name/nm0000300/
Daryl Hannah,200,nm0000435,https://www.imdb.com/name/nm0000435/
Shirley Booth,201,nm0095804,https://www.imdb.com/name/nm0095804/
Reese Witherspoon,202,nm0000702,https://www.imdb.com/name/nm0000702/
Benicio Del Toro,203,nm0001125,https://www.imdb.com/name/nm0001125/
Kevin Bacon,204,nm0000102,https://www.imdb.com/name/nm0000102/
Patrick Swayze,205,nm0000664,https://www.imdb.com/name/nm0000664/
Toni Collette,206,nm0001057,https://www.imdb.com/name/nm0001057/
Robert Duvall,207,nm0000380,https://www.imdb.com/name/nm0000380/
Burt Lancaster,208,nm0000044,https://www.imdb.com/name/nm0000044/
Robert Mitchum,209,nm0000053,https://www.imdb.com/name/nm0000053/
Colin Farrell,210,nm0268199,https://www.imdb.com/name/nm0268199/
William Holden,211,nm0000034,https://www.imdb.com/name/nm0000034/
Edward G. Robinson,212,nm0000064,https://www.imdb.com/name/nm0000064/
William Powell,213,nm0001635,https://www.imdb.com/name/nm0001635/
Jared Leto,214,nm0001467,https://www.imdb.com/name/nm0001467/
Errol Flynn,215,nm0001224,https://www.imdb.com/name/nm0001224/
Groucho Marx,216,nm0000050,https://www.imdb.com/name/nm0000050/
James Mason,217,nm0000051,https://www.imdb.com/name/nm0000051/
Buster Keaton,218,nm0000036,https://www.imdb.com/name/nm0000036/
Orson Welles,219,nm0000080,https://www.imdb.com/name/nm0000080/
Fred Astaire,220,nm0000001,https://www.imdb.com/name/nm0000001/
Bradley Cooper,221,nm0177896,https://www.imdb.com/name/nm0177896/
Gary Oldman,222,nm0000198,https://www.imdb.com/name/nm0000198/
Jude Law,223,nm0000179,https://www.imdb.com/name/nm0000179/
Paul Giamatti,224,nm0316079,https://www.imdb.com/name/nm0316079/
Liam Neeson,225,nm0000553,https://www.imdb.com/name/nm0000553/
Matt Damon,226,nm0000354,https://www.imdb.com/name/nm0000354/
Michael Fassbender,227,nm1055413,https://www.imdb.com/name/nm1055413/
Carol Burnett,228,nm0000993,https://www.imdb.com/name/nm0000993/
Jessica Tandy,229,nm0001788,https://www.imdb.com/name/nm0001788/
Helen Hunt,230,nm0000166,https://www.imdb.com/name/nm0000166/
Patricia Arquette,231,nm0000099,https://www.imdb.com/name/nm0000099/
Carmen Miranda,232,nm0000544,https://www.imdb.com/name/nm0000544/
Kate Hudson,233,nm0005028,https://www.imdb.com/name/nm0005028/
Catherine Zeta-Jones,234,nm0001876,https://www.imdb.com/name/nm0001876/
Cameron Diaz,235,nm0000139,https://www.imdb.com/name/nm0000139/
Debbie Reynolds,236,nm0001666,https://www.imdb.com/name/nm0001666/
Ellen Burstyn,237,nm0000995,https://www.imdb.com/name/nm0000995/
Maureen O&apos;Hara,238,nm0000058,https://www.imdb.com/name/nm0000058/
Myrna Loy,239,nm0001485,https://www.imdb.com/name/nm0001485/
Lena Headey,240,nm0372176,https://www.imdb.com/name/nm0372176/
Laura Linney,241,nm0001473,https://www.imdb.com/name/nm0001473/
Marlene Dietrich,242,nm0000017,https://www.imdb.com/name/nm0000017/
Carole Lombard,243,nm0001479,https://www.imdb.com/name/nm0001479/
Jean Arthur,244,nm0000795,https://www.imdb.com/name/nm0000795/
Woody Allen,245,nm0000095,https://www.imdb.com/name/nm0000095/
Jean Harlow,246,nm0001318,https://www.imdb.com/name/nm0001318/
Ginger Rogers,247,nm0001677,https://www.imdb.com/name/nm0001677/
Mary Pickford,248,nm0681933,https://www.imdb.com/name/nm0681933/
Mae West,249,nm0922213,https://www.imdb.com/name/nm0922213/
Gillian Anderson,250,nm0000096,https://www.imdb.com/name/nm0000096/
Emma Watson,251,nm0914612,https://www.imdb.com/name/nm0914612/
Alan Arkin,252,nm0000273,https://www.imdb.com/name/nm0000273/
Kurt Russell,253,nm0000621,https://www.imdb.com/name/nm0000621/
Jake Gyllenhaal,254,nm0350453,https://www.imdb.com/name/nm0350453/
Ryan Gosling,255,nm0331516,https://www.imdb.com/name/nm0331516/
Colin Firth,256,nm0000147,https://www.imdb.com/name/nm0000147/
Jamie Foxx,257,nm0004937,https://www.imdb.com/name/nm0004937/
Adrien Brody,258,nm0004778,https://www.imdb.com/name/nm0004778/
Roberto Benigni,259,nm0000905,https://www.imdb.com/name/nm0000905/
Jeremy Irons,260,nm0000460,https://www.imdb.com/name/nm0000460/
F. Murray Abraham,261,nm0000719,https://www.imdb.com/name/nm0000719/
Richard Dreyfuss,262,nm0000377,https://www.imdb.com/name/nm0000377/
Peter Finch,263,nm0002075,https://www.imdb.com/name/nm0002075/
Art Carney,264,nm0138770,https://www.imdb.com/name/nm0138770/
Cliff Robertson,265,nm0731772,https://www.imdb.com/name/nm0731772/
Lee Marvin,266,nm0001511,https://www.imdb.com/name/nm0001511/
Rex Harrison,267,nm0001322,https://www.imdb.com/name/nm0001322/
Anthony Quinn,268,nm0000063,https://www.imdb.com/name/nm0000063/
Maximilian Schell,269,nm0001703,https://www.imdb.com/name/nm0001703/
Tom Hardy,270,nm0362766,https://www.imdb.com/name/nm0362766/
David Niven,271,nm0000057,https://www.imdb.com/name/nm0000057/
William Hurt,272,nm0000458,https://www.imdb.com/name/nm0000458/
Yul Brynner,273,nm0000989,https://www.imdb.com/name/nm0000989/
Ernest Borgnine,274,nm0000308,https://www.imdb.com/name/nm0000308/
Benedict Cumberbatch,275,nm1212722,https://www.imdb.com/name/nm1212722/
Rod Steiger,276,nm0001768,https://www.imdb.com/name/nm0001768/
Chloë Grace Moretz,277,nm1631269,https://www.imdb.com/name/nm1631269/
Anna Kendrick,278,nm0447695,https://www.imdb.com/name/nm0447695/
Emily Watson,279,nm0001833,https://www.imdb.com/name/nm0001833/
Helena Bonham Carter,280,nm0000307,https://www.imdb.com/name/nm0000307/
Keira Knightley,281,nm0461136,https://www.imdb.com/name/nm0461136/
Alexis Thorpe,282,nm0005490,https://www.imdb.com/name/nm0005490/
Marion Davies,283,nm0203836,https://www.imdb.com/name/nm0203836/
Scarlett Johansson,284,nm0424060,https://www.imdb.com/name/nm0424060/
Dakota Fanning,285,nm0266824,https://www.imdb.com/name/nm0266824/
Jennifer Aniston,286,nm0000098,https://www.imdb.com/name/nm0000098/
Jennifer Connelly,287,nm0000124,https://www.imdb.com/name/nm0000124/
Rachel McAdams,288,nm1046097,https://www.imdb.com/name/nm1046097/
Carey Mulligan,289,nm1659547,https://www.imdb.com/name/nm1659547/
Mila Kunis,290,nm0005109,https://www.imdb.com/name/nm0005109/
Amanda Seyfried,291,nm1086543,https://www.imdb.com/name/nm1086543/
Jennifer Lopez,292,nm0000182,https://www.imdb.com/name/nm0000182/
Neve Campbell,293,nm0000117,https://www.imdb.com/name/nm0000117/
Fairuza Balk,294,nm0000103,https://www.imdb.com/name/nm0000103/
Jessica Alba,295,nm0004695,https://www.imdb.com/name/nm0004695/
Kristen Stewart,296,nm0829576,https://www.imdb.com/name/nm0829576/
Julie Walters,297,nm0910278,https://www.imdb.com/name/nm0910278/
Rooney Mara,298,nm1913734,https://www.imdb.com/name/nm1913734/
Jamie Lee Curtis,299,nm0000130,https://www.imdb.com/name/nm0000130/
Emma Stone,300,nm1297015,https://www.imdb.com/name/nm1297015/
Kirsten Dunst,301,nm0000379,https://www.imdb.com/name/nm0000379/
José Ferrer,302,nm0001207,https://www.imdb.com/name/nm0001207/
Broderick Crawford,303,nm0002024,https://www.imdb.com/name/nm0002024/
Ronald Colman,304,nm0172903,https://www.imdb.com/name/nm0172903/
Fredric March,305,nm0545298,https://www.imdb.com/name/nm0545298/
Ray Milland,306,nm0001537,https://www.imdb.com/name/nm0001537/
Bing Crosby,307,nm0001078,https://www.imdb.com/name/nm0001078/
Paul Lukas,308,nm0510134,https://www.imdb.com/name/nm0510134/
Robert Donat,309,nm0232196,https://www.imdb.com/name/nm0232196/
Paul Muni,310,nm0612847,https://www.imdb.com/name/nm0612847/
Victor McLaglen,311,nm0572142,https://www.imdb.com/name/nm0572142/
Charles Laughton,312,nm0001452,https://www.imdb.com/name/nm0001452/
Wallace Beery,313,nm0000891,https://www.imdb.com/name/nm0000891/
Lionel Barrymore,314,nm0000859,https://www.imdb.com/name/nm0000859/
Jeff Goldblum,315,nm0000156,https://www.imdb.com/name/nm0000156/
Chris Hemsworth,316,nm1165110,https://www.imdb.com/name/nm1165110/
Warner Baxter,317,nm0062828,https://www.imdb.com/name/nm0062828/
Emil Jannings,318,nm0417837,https://www.imdb.com/name/nm0417837/
Chris Cooper,319,nm0177933,https://www.imdb.com/name/nm0177933/
Jim Broadbent,320,nm0000980,https://www.imdb.com/name/nm0000980/
James Coburn,321,nm0000336,https://www.imdb.com/name/nm0000336/
Cuba Gooding Jr.,322,nm0000421,https://www.imdb.com/name/nm0000421/
Martin Landau,323,nm0001445,https://www.imdb.com/name/nm0001445/
Jack Palance,324,nm0001588,https://www.imdb.com/name/nm0001588/
Kevin Kline,325,nm0000177,https://www.imdb.com/name/nm0000177/
Don Ameche,326,nm0000747,https://www.imdb.com/name/nm0000747/
Kate Beckinsale,327,nm0000295,https://www.imdb.com/name/nm0000295/
Zooey Deschanel,328,nm0221046,https://www.imdb.com/name/nm0221046/
Michelle Williams,329,nm0931329,https://www.imdb.com/name/nm0931329/
Milla Jovovich,330,nm0000170,https://www.imdb.com/name/nm0000170/
Selena Gomez,331,nm1411125,https://www.imdb.com/name/nm1411125/
Rachel Weisz,332,nm0001838,https://www.imdb.com/name/nm0001838/
Kristen Bell,333,nm0068338,https://www.imdb.com/name/nm0068338/
